Format,Scope,Constraint,Lobby size,Result,Simulations run,Detail
Free Pick,Nationality: Denmark,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 3
Free Pick,Nationality: Denmark,3 per club,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Denmark,3 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Denmark,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Denmark,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Denmark,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Denmark,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Denmark,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 4
Free Pick,Nationality: Denmark,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 3
Free Pick,Nationality: Denmark,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Denmark,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Ecuador,No constraints,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Ecuador,No constraints,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Ecuador,No constraints,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Ecuador,No constraints,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Ecuador,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ecuador,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Ecuador,1 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Ecuador,1 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Ecuador,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ecuador,3 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Ecuador,3 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Ecuador,3 per club,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Ecuador,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ecuador,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Ecuador,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Ecuador,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Ecuador,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Ecuador,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Ecuador,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Ecuador,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Egypt,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Egypt,No constraints,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Egypt,No constraints,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Egypt,No constraints,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Egypt,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Egypt,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Egypt,1 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Egypt,1 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Egypt,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Egypt,3 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Egypt,3 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Egypt,3 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Egypt,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Egypt,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Egypt,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Egypt,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Egypt,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Egypt,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Egypt,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Egypt,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: England,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,Nationality: England,No constraints,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 11
Free Pick,Nationality: England,No constraints,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 10
Free Pick,Nationality: England,No constraints,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 10
Free Pick,Nationality: England,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,Nationality: England,1 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Free Pick,Nationality: England,1 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 9
Free Pick,Nationality: England,1 per club,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 9
Free Pick,Nationality: England,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,Nationality: England,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 11
Free Pick,Nationality: England,3 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 10
Free Pick,Nationality: England,3 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 9
Free Pick,Nationality: England,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: England,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: England,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: England,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 2
Free Pick,Nationality: England,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 4
Free Pick,Nationality: England,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 4
Free Pick,Nationality: England,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 4
Free Pick,Nationality: England,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 4
Free Pick,Nationality: France,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,Nationality: France,No constraints,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 10
Free Pick,Nationality: France,No constraints,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 9
Free Pick,Nationality: France,No constraints,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 9
Free Pick,Nationality: France,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 10
Free Pick,Nationality: France,1 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Free Pick,Nationality: France,1 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 9
Free Pick,Nationality: France,1 per club,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 8
Free Pick,Nationality: France,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,Nationality: France,3 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 10
Free Pick,Nationality: France,3 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 9
Free Pick,Nationality: France,3 per club,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 8
Free Pick,Nationality: France,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: France,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: France,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: France,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: France,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 4
Free Pick,Nationality: France,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 4
Free Pick,Nationality: France,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 4
Free Pick,Nationality: France,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 4
Free Pick,Nationality: Georgia,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Georgia,No constraints,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Georgia,No constraints,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Georgia,No constraints,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Georgia,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Georgia,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Georgia,1 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Georgia,1 per club,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Georgia,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Georgia,3 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Georgia,3 per club,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Georgia,3 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Georgia,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Georgia,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Georgia,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Georgia,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Georgia,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Georgia,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Georgia,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Georgia,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Germany,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,Nationality: Germany,No constraints,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 10
Free Pick,Nationality: Germany,No constraints,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 8
Free Pick,Nationality: Germany,No constraints,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 7
Free Pick,Nationality: Germany,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 10
Free Pick,Nationality: Germany,1 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 9
Free Pick,Nationality: Germany,1 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 8
Free Pick,Nationality: Germany,1 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 7
Free Pick,Nationality: Germany,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 11
Free Pick,Nationality: Germany,3 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 9
Free Pick,Nationality: Germany,3 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 8
Free Pick,Nationality: Germany,3 per club,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 7
Free Pick,Nationality: Germany,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Germany,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Germany,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Germany,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Germany,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 4
Free Pick,Nationality: Germany,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 4
Free Pick,Nationality: Germany,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 4
Free Pick,Nationality: Germany,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 4
Free Pick,Nationality: Ghana,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 3
Free Pick,Nationality: Ghana,No constraints,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Ghana,No constraints,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 2
Free Pick,Nationality: Ghana,No constraints,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Ghana,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 3
Free Pick,Nationality: Ghana,1 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Ghana,1 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 2
Free Pick,Nationality: Ghana,1 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Ghana,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 3
Free Pick,Nationality: Ghana,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Ghana,3 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ghana,3 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Ghana,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ghana,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ghana,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 2
Free Pick,Nationality: Ghana,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Ghana,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 3
Free Pick,Nationality: Ghana,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Ghana,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Ghana,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Greece,No constraints,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Greece,No constraints,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Greece,No constraints,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Greece,No constraints,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Greece,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Greece,1 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Greece,1 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Greece,1 per club,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Greece,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Greece,3 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Greece,3 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Greece,3 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Greece,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Greece,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Greece,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Greece,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Greece,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Greece,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Greece,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Greece,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Guinea,No constraints,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Guinea,No constraints,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Guinea,No constraints,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Guinea,No constraints,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Guinea,1 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Guinea,1 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Guinea,1 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Guinea,1 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Guinea,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Guinea,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Guinea,3 per club,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Guinea,3 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Guinea,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Guinea,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Guinea,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Guinea,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Guinea,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Guinea,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Guinea,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Guinea,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,No constraints,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,No constraints,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,No constraints,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,1 per club,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,1 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,1 per club,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,3 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,3 per club,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Guinea-Bissau,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Hungary,No constraints,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Hungary,No constraints,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Hungary,No constraints,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Hungary,No constraints,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Hungary,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Hungary,1 per club,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Hungary,1 per club,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Hungary,1 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Hungary,3 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Hungary,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Hungary,3 per club,4,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Hungary,3 per club,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Hungary,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 2
Free Pick,Nationality: Hungary,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Hungary,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Hungary,1 per nationality,5,SHORTAGE,1,Free Pick: drafter 4 had no legal pick in round 1
Free Pick,Nationality: Hungary,3 per nationality,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 2
Free Pick,Nationality: Hungary,3 per nationality,3,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Hungary,3 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Hungary,3 per nationality,5,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Iceland,No constraints,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Iceland,No constraints,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Iceland,No constraints,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Iceland,No constraints,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Iceland,1 per club,2,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Iceland,1 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Iceland,1 per club,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Iceland,1 per club,5,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Iceland,3 per club,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Iceland,3 per club,3,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
Free Pick,Nationality: Iceland,3 per club,4,SHORTAGE,1,Free Pick: drafter 3 had no legal pick in round 1
Free Pick,Nationality: Iceland,3 per club,5,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Iceland,1 per nationality,2,SHORTAGE,1,Free Pick: drafter 0 had no legal pick in round 1
Free Pick,Nationality: Iceland,1 per nationality,3,SHORTAGE,1,Free Pick: drafter 2 had no legal pick in round 1
Free Pick,Nationality: Iceland,1 per nationality,4,SHORTAGE,1,Free Pick: drafter 1 had no legal pick in round 1
